timeOfData,time
11/8/2020,1:52:00
11/8/2020,1:52:00
11/8/2020,1:58:16
11/8/2020,1:59:36
11/8/2020,2:02:02
11/8/2020,2:03:26
11/8/2020,2:17:48
11/8/2020,2:20:49
11/8/2020,2:26:00
11/8/2020,2:26:01
11/8/2020,2:32:12
11/8/2020,2:52:07
11/8/2020,2:52:23
11/8/2020,2:52:48
11/8/2020,2:58:29
11/8/2020,2:59:36
11/8/2020,3:02:02
11/8/2020,3:05:29
11/8/2020,3:18:32
11/8/2020,3:20:49
11/8/2020,3:26:01
11/8/2020,3:29:43
11/8/2020,3:30:13
11/8/2020,3:32:36
11/8/2020,3:41:00
11/8/2020,3:41:30
11/8/2020,3:52:17
11/8/2020,3:52:46
11/8/2020,3:58:38
11/8/2020,3:59:36
11/8/2020,4:02:02
11/8/2020,4:19:15
11/8/2020,4:20:49
11/8/2020,4:26:01
11/8/2020,4:33:00
11/8/2020,4:52:26
11/8/2020,4:53:06
11/8/2020,4:55:37
11/8/2020,4:56:16
11/8/2020,4:56:28
11/8/2020,4:56:29
11/8/2020,4:57:46
11/8/2020,4:58:49
11/8/2020,4:58:53
11/8/2020,4:58:53
11/8/2020,4:59:23
11/8/2020,4:59:36
11/8/2020,4:59:57
11/8/2020,5:00:07
11/8/2020,5:00:28
11/8/2020,5:00:45
11/8/2020,5:00:58
11/8/2020,5:01:34
11/8/2020,5:02:02
11/8/2020,5:20:00
11/8/2020,5:20:49
11/8/2020,5:33:25
11/8/2020,5:51:29
11/8/2020,5:53:29
11/8/2020,5:52:37
11/8/2020,5:52:00
11/8/2020,5:56:29
11/8/2020,5:59:00
11/8/2020,5:59:36
11/8/2020,6:02:02
11/8/2020,6:06:50
11/8/2020,6:06:51
11/8/2020,6:16:01
11/8/2020,6:20:26
11/8/2020,6:20:49
11/8/2020,6:22:37
11/8/2020,6:24:17
11/8/2020,6:27:18
11/8/2020,6:31:27
11/8/2020,6:31:29
11/8/2020,6:33:50
11/8/2020,6:38:32
11/8/2020,6:43:18
11/8/2020,6:46:32
11/8/2020,6:47:29
11/8/2020,6:48:06
11/8/2020,6:52:50
11/8/2020,6:53:51
11/8/2020,6:55:11
11/8/2020,6:55:42
11/8/2020,6:56:48
11/8/2020,6:55:41
11/8/2020,6:55:12
11/8/2020,6:56:58
11/8/2020,6:56:17
11/8/2020,6:59:09
11/8/2020,6:59:36
11/8/2020,7:02:02
11/8/2020,7:03:56
11/8/2020,7:05:51
11/8/2020,7:08:16
11/8/2020,7:08:38
11/8/2020,7:09:17
11/8/2020,7:10:48
11/8/2020,7:20:49
11/8/2020,7:27:40
11/8/2020,7:29:15
11/8/2020,7:30:53
11/8/2020,7:34:03
11/8/2020,7:34:02
11/8/2020,7:34:34
11/8/2020,7:34:18
11/8/2020,7:35:41
11/8/2020,7:35:39
11/8/2020,7:36:11
11/8/2020,7:36:42
11/8/2020,7:36:58
11/8/2020,7:37:54
11/8/2020,7:40:26
11/8/2020,7:43:08
11/8/2020,7:43:52
11/8/2020,7:45:00
11/8/2020,7:45:13
11/8/2020,7:46:30
11/8/2020,7:47:00
11/8/2020,7:53:04
11/8/2020,7:54:13
11/8/2020,7:59:20
11/8/2020,7:59:36
11/8/2020,7:59:36
11/8/2020,8:02:02
11/8/2020,8:04:25
11/8/2020,8:06:17
11/8/2020,8:06:47
11/8/2020,8:07:47
11/8/2020,8:08:18
11/8/2020,8:08:36
11/8/2020,8:09:07
11/8/2020,8:09:22
11/8/2020,8:12:11
11/8/2020,8:12:51
11/8/2020,8:12:17
11/8/2020,8:13:09
11/8/2020,8:13:24
11/8/2020,8:13:56
11/8/2020,8:13:51
11/8/2020,8:14:02
11/8/2020,8:14:04
11/8/2020,8:14:26
11/8/2020,8:18:21
11/8/2020,8:18:40
11/8/2020,8:18:50
11/8/2020,8:19:12
11/8/2020,8:19:55
11/8/2020,8:19:24
11/8/2020,8:20:49
11/8/2020,8:20:17
11/8/2020,8:21:57
11/8/2020,8:22:07
11/8/2020,8:23:25
11/8/2020,8:23:39
11/8/2020,8:24:47
11/8/2020,8:25:38
11/8/2020,8:26:06
11/8/2020,8:26:49
11/8/2020,8:26:58
11/8/2020,8:26:37
11/8/2020,8:26:48
11/8/2020,8:28:29
11/8/2020,8:27:29
11/8/2020,8:30:31
11/8/2020,8:30:38
11/8/2020,8:32:12
11/8/2020,8:32:17
11/8/2020,8:33:14
11/8/2020,8:33:39
11/8/2020,8:33:29
11/8/2020,8:34:33
11/8/2020,8:34:44
11/8/2020,8:36:09
11/8/2020,8:37:01
11/8/2020,8:37:01
11/8/2020,8:37:32
11/8/2020,8:38:19
11/8/2020,8:39:14
11/8/2020,8:39:21
11/8/2020,8:40:03
11/8/2020,8:40:13
11/8/2020,8:41:06
11/8/2020,8:41:47
11/8/2020,8:41:05
11/8/2020,8:41:48
11/8/2020,8:41:54
11/8/2020,8:43:02
11/8/2020,8:43:23
11/8/2020,8:44:07
11/8/2020,8:44:38
11/8/2020,8:45:09
11/8/2020,8:45:10
11/8/2020,8:45:41
11/8/2020,8:50:21
11/8/2020,8:51:12
11/8/2020,8:51:47
11/8/2020,8:53:17
11/8/2020,8:53:20
11/8/2020,8:53:23
11/8/2020,8:54:02
11/8/2020,8:54:32
11/8/2020,8:54:33
11/8/2020,8:54:35
11/8/2020,8:54:40
11/8/2020,8:54:34
11/8/2020,8:55:10
11/8/2020,8:56:21
11/8/2020,8:55:11
11/8/2020,8:56:23
11/8/2020,8:58:58
11/8/2020,8:58:27
11/8/2020,8:59:31
11/8/2020,8:59:36
11/8/2020,9:00:04
11/8/2020,9:01:13
11/8/2020,9:01:14
11/8/2020,9:01:45
11/8/2020,9:02:02
11/8/2020,9:04:07
11/8/2020,9:05:16
11/8/2020,9:05:47
11/8/2020,9:05:50
11/8/2020,9:06:14
11/8/2020,9:06:18
11/8/2020,9:06:19
11/8/2020,9:06:20
11/8/2020,9:06:36
11/8/2020,9:06:36
11/8/2020,9:06:45
11/8/2020,9:08:40
11/8/2020,9:06:36
11/8/2020,9:09:12
11/8/2020,9:10:18
11/8/2020,9:10:30
11/8/2020,9:11:42
11/8/2020,9:11:47
11/8/2020,9:12:18
11/8/2020,9:13:25
11/8/2020,9:13:56
11/8/2020,9:14:46
11/8/2020,9:15:42
11/8/2020,9:17:37
11/8/2020,9:18:16
11/8/2020,9:19:30
11/8/2020,9:19:58
11/8/2020,9:20:21
11/8/2020,9:20:24
11/8/2020,9:20:49
11/8/2020,9:20:50
11/8/2020,9:20:54
11/8/2020,9:21:34
11/8/2020,9:21:35
11/8/2020,9:22:59
11/8/2020,9:23:27
11/8/2020,9:23:38
11/8/2020,9:25:07
11/8/2020,9:25:20
11/8/2020,9:25:39
11/8/2020,9:26:18
11/8/2020,9:26:25
11/8/2020,9:27:11
11/8/2020,9:27:42
11/8/2020,9:28:04
11/8/2020,9:28:34
11/8/2020,9:28:48
11/8/2020,9:29:45
11/8/2020,9:30:00
11/8/2020,9:35:10
11/8/2020,9:45:52
11/8/2020,9:45:53
11/8/2020,9:53:29
11/8/2020,9:53:39
11/8/2020,9:54:56
11/8/2020,9:59:23
11/8/2020,9:59:36
11/8/2020,9:59:44
11/8/2020,10:02:02
11/8/2020,10:08:59
11/8/2020,10:09:40
11/8/2020,10:09:41
11/8/2020,10:18:36
11/8/2020,10:18:55
11/8/2020,10:20:49
11/8/2020,10:35:34
11/8/2020,10:36:23
11/8/2020,10:36:52
11/8/2020,10:36:42
11/8/2020,10:43:12
11/8/2020,10:43:13
11/8/2020,10:43:17
11/8/2020,10:43:18
11/8/2020,10:43:36
11/8/2020,10:43:37
11/8/2020,10:48:02
11/8/2020,10:48:03
11/8/2020,10:48:23
11/8/2020,10:48:24
11/8/2020,10:48:30
11/8/2020,10:48:31
11/8/2020,10:50:23
11/8/2020,10:50:34
11/8/2020,10:51:44
11/8/2020,10:51:45
11/8/2020,10:52:26
11/8/2020,10:52:27
11/8/2020,10:52:16
11/8/2020,10:50:31
11/8/2020,10:54:46
11/8/2020,10:54:47
11/8/2020,10:55:18
11/8/2020,10:56:46
11/8/2020,10:56:47
11/8/2020,10:57:05
11/8/2020,10:57:36
11/8/2020,10:57:35
11/8/2020,10:58:08
11/8/2020,10:58:29
11/8/2020,10:59:01
11/8/2020,10:59:36
11/8/2020,10:59:54
11/8/2020,11:02:02
11/8/2020,11:05:15
11/8/2020,11:05:55
11/8/2020,11:06:11
11/8/2020,11:06:20
11/8/2020,11:06:41
11/8/2020,11:06:42
11/8/2020,11:07:04
11/8/2020,11:07:10
11/8/2020,11:07:24
11/8/2020,11:07:34
11/8/2020,11:07:55
11/8/2020,11:08:31
11/8/2020,11:08:39
11/8/2020,11:08:57
11/8/2020,11:09:02
11/8/2020,11:09:04
11/8/2020,11:09:27
11/8/2020,11:10:25
11/8/2020,11:10:50
11/8/2020,11:11:13
11/8/2020,11:11:18
11/8/2020,11:11:18
11/8/2020,11:12:02
11/8/2020,11:12:06
11/8/2020,11:12:22
11/8/2020,11:12:33
11/8/2020,11:14:02
11/8/2020,11:14:27
11/8/2020,11:15:20
11/8/2020,11:14:58
11/8/2020,11:14:32
11/8/2020,11:15:42
11/8/2020,11:16:04
11/8/2020,11:17:07
11/8/2020,11:16:13
11/8/2020,11:18:31
11/8/2020,11:18:48
11/8/2020,11:19:01
11/8/2020,11:19:20
11/8/2020,11:20:05
11/8/2020,11:20:07
11/8/2020,11:20:21
11/8/2020,11:21:05
11/8/2020,11:20:52
11/8/2020,11:20:35
11/8/2020,11:21:00
11/8/2020,11:20:49
11/8/2020,11:24:08
11/8/2020,11:25:54
11/8/2020,11:25:23
11/8/2020,11:26:22
11/8/2020,11:27:30
11/8/2020,11:30:11
11/8/2020,11:30:12
11/8/2020,11:30:40
11/8/2020,11:31:04
11/8/2020,11:32:07
11/8/2020,11:31:05
11/8/2020,11:32:38
11/8/2020,11:33:50
11/8/2020,11:34:21
11/8/2020,11:35:13
11/8/2020,11:34:22
11/8/2020,11:35:42
11/8/2020,11:36:13
11/8/2020,11:36:00
11/8/2020,11:36:24
11/8/2020,11:38:44
11/8/2020,11:38:41
11/8/2020,11:39:31
11/8/2020,11:40:22
11/8/2020,11:41:06
11/8/2020,11:40:46
11/8/2020,11:42:21
11/8/2020,11:42:34
11/8/2020,11:42:54
11/8/2020,11:43:18
11/8/2020,11:43:25
11/8/2020,11:45:08
11/8/2020,11:45:21
11/8/2020,11:45:36
11/8/2020,11:47:00
11/8/2020,11:46:59
11/8/2020,11:47:10
11/8/2020,11:47:11
11/8/2020,11:48:29
11/8/2020,11:48:36
11/8/2020,11:48:30
11/8/2020,11:48:50
11/8/2020,11:48:37
11/8/2020,11:48:51
11/8/2020,11:48:58
11/8/2020,11:48:57
11/8/2020,11:45:39
11/8/2020,11:49:09
11/8/2020,11:50:00
11/8/2020,11:50:01
11/8/2020,11:49:14
11/8/2020,11:50:15
11/8/2020,11:50:21
11/8/2020,11:50:14
11/8/2020,11:50:22
11/8/2020,11:50:42
11/8/2020,11:50:37
11/8/2020,11:50:35
11/8/2020,11:50:43
11/8/2020,11:51:17
11/8/2020,11:51:38
11/8/2020,11:51:18
11/8/2020,11:51:45
11/8/2020,11:51:39
11/8/2020,11:51:46
11/8/2020,11:51:52
11/8/2020,11:52:07
11/8/2020,11:52:13
11/8/2020,11:52:14
11/8/2020,11:53:09
11/8/2020,11:53:10
11/8/2020,11:53:16
11/8/2020,11:53:17
11/8/2020,11:53:23
11/8/2020,11:53:37
11/8/2020,11:53:51
11/8/2020,11:53:52
11/8/2020,11:53:58
11/8/2020,11:53:59
11/8/2020,11:54:12
11/8/2020,11:54:13
11/8/2020,11:55:38
11/8/2020,11:55:39
11/8/2020,11:55:39
11/8/2020,11:56:13
11/8/2020,11:56:14
11/8/2020,11:59:24
11/8/2020,11:59:36
11/8/2020,12:00:03
11/8/2020,12:02:02
11/8/2020,12:04:12
11/8/2020,12:07:08
11/8/2020,12:07:09
11/8/2020,12:11:58
11/8/2020,12:13:48
11/8/2020,12:20:49
11/8/2020,12:26:06
11/8/2020,12:26:16
11/8/2020,12:26:44
11/8/2020,12:26:55
11/8/2020,12:28:59
11/8/2020,12:29:06
11/8/2020,12:29:13
11/8/2020,12:29:34
11/8/2020,12:29:43
11/8/2020,12:30:53
11/8/2020,12:32:34
11/8/2020,12:33:12
11/8/2020,12:33:20
11/8/2020,12:33:45
11/8/2020,12:36:09
11/8/2020,12:36:13
11/8/2020,12:36:24
11/8/2020,12:36:22
11/8/2020,12:36:32
11/8/2020,12:37:02
11/8/2020,12:45:31
11/8/2020,12:45:50
11/8/2020,12:45:53
11/8/2020,12:45:58
11/8/2020,12:46:29
11/8/2020,12:46:23
11/8/2020,12:46:29
11/8/2020,12:47:16
11/8/2020,12:47:09
11/8/2020,12:48:05
11/8/2020,12:48:17
11/8/2020,12:48:31
11/8/2020,12:48:40
11/8/2020,12:49:09
11/8/2020,12:49:22
11/8/2020,12:49:33
11/8/2020,12:49:47
11/8/2020,12:49:48
11/8/2020,12:49:52
11/8/2020,12:50:07
11/8/2020,12:50:23
11/8/2020,12:50:38
11/8/2020,12:51:08
11/8/2020,12:51:16
11/8/2020,12:52:20
11/8/2020,12:52:51
11/8/2020,12:53:04
11/8/2020,12:53:10
11/8/2020,12:53:41
11/8/2020,12:55:02
11/8/2020,12:55:35
11/8/2020,12:56:02
11/8/2020,12:59:36
11/8/2020,12:59:40
11/8/2020,12:59:56
11/8/2020,12:59:45
11/8/2020,13:00:11
11/8/2020,13:00:14
11/8/2020,13:00:41
11/8/2020,13:00:19
11/8/2020,13:00:57
11/8/2020,13:01:51
11/8/2020,13:01:47
11/8/2020,13:01:17
11/8/2020,13:02:02
11/8/2020,13:01:38
11/8/2020,13:02:01
11/8/2020,13:02:02
11/8/2020,13:02:38
11/8/2020,13:02:45
11/8/2020,13:02:56
11/8/2020,13:04:31
11/8/2020,13:04:36
11/8/2020,13:05:01
11/8/2020,13:06:06
11/8/2020,13:10:25
11/8/2020,13:10:31
11/8/2020,13:10:57
11/8/2020,13:11:01
11/8/2020,13:13:35
11/8/2020,13:13:42
11/8/2020,13:12:38
11/8/2020,13:14:06
11/8/2020,13:14:53
11/8/2020,13:15:00
11/8/2020,13:17:30
11/8/2020,13:17:51
11/8/2020,13:18:08
11/8/2020,13:20:49
11/8/2020,13:25:53
11/8/2020,13:36:46
11/8/2020,13:38:24
11/8/2020,13:41:16
11/8/2020,13:41:38
11/8/2020,13:39:20
11/8/2020,13:42:12
11/8/2020,13:42:33
11/8/2020,13:42:17
11/8/2020,13:42:37
11/8/2020,13:43:05
11/8/2020,13:46:22
11/8/2020,13:46:58
11/8/2020,13:47:47
11/8/2020,13:48:51
11/8/2020,13:46:10
11/8/2020,13:47:18
11/8/2020,13:46:42
11/8/2020,13:49:04
11/8/2020,13:49:08
11/8/2020,13:49:23
11/8/2020,13:50:11
11/8/2020,13:50:19
11/8/2020,13:51:07
11/8/2020,13:52:05
11/8/2020,13:52:01
11/8/2020,13:52:28
11/8/2020,13:52:12
11/8/2020,13:51:03
11/8/2020,13:51:28
11/8/2020,13:54:25
11/8/2020,13:54:29
11/8/2020,13:54:49
11/8/2020,13:56:24
11/8/2020,13:57:46
11/8/2020,13:58:13
11/8/2020,13:58:48
11/8/2020,13:59:08
11/8/2020,13:59:02
11/8/2020,13:59:36
11/8/2020,13:59:17
11/8/2020,13:59:53
11/8/2020,13:59:46
11/8/2020,13:59:54
11/8/2020,14:00:02
11/8/2020,14:00:24
11/8/2020,14:00:15
11/8/2020,14:00:36
11/8/2020,14:02:02
11/8/2020,14:09:31
11/8/2020,14:09:35
11/8/2020,14:10:47
11/8/2020,14:11:34
11/8/2020,14:11:46
11/8/2020,14:12:02
11/8/2020,14:12:08
11/8/2020,14:12:18
11/8/2020,14:12:39
11/8/2020,14:13:21
11/8/2020,14:13:30
11/8/2020,14:13:37
11/8/2020,14:13:45
11/8/2020,14:13:49
11/8/2020,14:14:01
11/8/2020,14:14:05
11/8/2020,14:14:12
11/8/2020,14:14:23
11/8/2020,14:14:40
11/8/2020,14:15:24
11/8/2020,14:15:41
11/8/2020,14:16:09
11/8/2020,14:16:28
11/8/2020,14:20:49
11/8/2020,14:25:32
11/8/2020,14:25:59
11/8/2020,14:26:38
11/8/2020,14:26:42
11/8/2020,14:26:59
11/8/2020,14:28:56
11/8/2020,14:29:03
11/8/2020,14:29:19
11/8/2020,14:29:28
11/8/2020,14:30:12
11/8/2020,14:30:02
11/8/2020,14:30:35
11/8/2020,14:31:22
11/8/2020,14:31:44
11/8/2020,14:33:51
11/8/2020,14:33:43
11/8/2020,14:34:00
11/8/2020,14:34:18
11/8/2020,14:34:32
11/8/2020,14:34:24
11/8/2020,14:35:17
11/8/2020,14:35:26
11/8/2020,14:36:14
11/8/2020,14:37:10
11/8/2020,14:42:49
11/8/2020,14:43:08
11/8/2020,14:43:35
11/8/2020,14:43:41
11/8/2020,14:47:45
11/8/2020,14:48:27
11/8/2020,14:48:35
11/8/2020,14:48:59
11/8/2020,14:50:37
11/8/2020,14:51:36
11/8/2020,14:51:04
11/8/2020,14:52:19
11/8/2020,14:52:09
11/8/2020,14:53:47
11/8/2020,14:53:53
11/8/2020,14:52:26
11/8/2020,14:56:46
11/8/2020,14:58:04
11/8/2020,14:58:08
11/8/2020,14:59:00
11/8/2020,14:58:27
11/8/2020,14:59:36
11/8/2020,14:59:54
11/8/2020,15:00:34
11/8/2020,15:01:41
11/8/2020,15:02:00
11/8/2020,15:02:03
11/8/2020,15:01:40
11/8/2020,15:03:24
11/8/2020,15:02:52
11/8/2020,15:03:11
11/8/2020,15:03:55
11/8/2020,15:03:05
11/8/2020,15:03:15
11/8/2020,15:04:10
11/8/2020,15:04:41
11/8/2020,15:05:10
11/8/2020,15:05:38
11/8/2020,15:05:47
11/8/2020,15:06:00
11/8/2020,15:06:05
11/8/2020,15:06:00
11/8/2020,15:06:20
11/8/2020,15:06:12
11/8/2020,15:06:29
11/8/2020,15:06:47
11/8/2020,15:06:38
11/8/2020,15:07:08
11/8/2020,15:07:07
11/8/2020,15:07:18
11/8/2020,15:08:37
11/8/2020,15:08:50
11/8/2020,15:09:01
11/8/2020,15:09:11
11/8/2020,15:09:22
11/8/2020,15:09:26
11/8/2020,15:09:36
11/8/2020,15:09:46
11/8/2020,15:09:57
11/8/2020,15:10:10
11/8/2020,15:10:16
11/8/2020,15:10:41
11/8/2020,15:10:36
11/8/2020,15:13:41
11/8/2020,15:13:49
11/8/2020,15:14:04
11/8/2020,15:14:59
11/8/2020,15:20:50
11/8/2020,15:32:32
11/8/2020,15:37:34
11/8/2020,15:49:37
11/8/2020,15:50:08
11/8/2020,15:50:30
11/8/2020,15:51:00
11/8/2020,15:51:06
11/8/2020,15:51:19
11/8/2020,15:53:13
11/8/2020,15:51:37
11/8/2020,15:56:06
11/8/2020,15:56:47
11/8/2020,15:57:06
11/8/2020,15:56:16
11/8/2020,15:56:37
11/8/2020,15:59:09
11/8/2020,15:59:15
11/8/2020,15:59:36
11/8/2020,15:59:40
11/8/2020,15:59:43
11/8/2020,16:00:05
11/8/2020,16:00:14
11/8/2020,15:59:54
11/8/2020,16:00:42
11/8/2020,16:00:57
11/8/2020,16:00:58
11/8/2020,16:01:03
11/8/2020,16:02:03
11/8/2020,16:02:30
11/8/2020,16:02:29
11/8/2020,16:02:31
11/8/2020,16:02:32
11/8/2020,16:02:33
11/8/2020,16:02:37
11/8/2020,16:02:39
11/8/2020,16:02:45
11/8/2020,16:02:47
11/8/2020,16:02:48
11/8/2020,16:03:07
11/8/2020,16:14:46
11/8/2020,16:20:50
11/8/2020,16:30:00
11/8/2020,16:32:36
11/8/2020,16:36:46
11/8/2020,16:38:00
11/8/2020,16:45:57
11/8/2020,16:46:01
11/8/2020,16:46:28
11/8/2020,16:46:54
11/8/2020,16:48:07
11/8/2020,16:49:03
11/8/2020,16:51:08
11/8/2020,16:51:09
11/8/2020,16:51:40
11/8/2020,16:52:13
11/8/2020,16:53:28
11/8/2020,16:54:08
11/8/2020,16:55:50
11/8/2020,16:55:40
11/8/2020,16:56:31
11/8/2020,16:56:52
11/8/2020,16:57:28
11/8/2020,16:57:36
11/8/2020,16:59:28
11/8/2020,16:59:36
11/8/2020,17:00:00
11/8/2020,17:00:34
11/8/2020,17:00:51
11/8/2020,17:01:38
11/8/2020,17:01:05
11/8/2020,17:02:03
11/8/2020,17:02:23
11/8/2020,17:03:07
11/8/2020,17:03:50
11/8/2020,17:05:40
11/8/2020,17:06:11
11/8/2020,17:06:16
11/8/2020,17:07:04
11/8/2020,17:07:18
11/8/2020,17:15:28
11/8/2020,17:16:53
11/8/2020,17:17:20
11/8/2020,17:17:24
11/8/2020,17:17:51
11/8/2020,17:19:31
11/8/2020,17:20:02
11/8/2020,17:20:17
11/8/2020,17:20:48
11/8/2020,17:20:50
11/8/2020,17:20:51
11/8/2020,17:21:01
11/8/2020,17:21:22
11/8/2020,17:21:32
11/8/2020,17:22:16
11/8/2020,17:22:12
11/8/2020,17:22:43
11/8/2020,17:23:37
11/8/2020,17:23:53
11/8/2020,17:24:02
11/8/2020,17:24:25
11/8/2020,17:24:33
11/8/2020,17:25:28
11/8/2020,17:25:32
11/8/2020,17:27:09
11/8/2020,17:29:04
11/8/2020,17:30:08
11/8/2020,17:31:11
11/8/2020,17:31:21
11/8/2020,17:31:42
11/8/2020,17:32:21
11/8/2020,17:38:24
11/8/2020,17:38:39
11/8/2020,17:38:46
11/8/2020,17:39:10
11/8/2020,17:40:26
11/8/2020,17:49:00
11/8/2020,17:49:01
11/8/2020,17:49:21
11/8/2020,17:49:33
11/8/2020,17:50:20
11/8/2020,17:52:45
11/8/2020,17:49:22
11/8/2020,17:52:46
11/8/2020,17:50:21
11/8/2020,17:53:17
11/8/2020,17:53:18
11/8/2020,17:49:32
11/8/2020,17:54:05
11/8/2020,17:54:06
11/8/2020,17:54:26
11/8/2020,17:54:27
11/8/2020,17:54:37
11/8/2020,17:54:38
11/8/2020,17:54:58
11/8/2020,17:54:59
11/8/2020,17:55:36
11/8/2020,17:55:37
11/8/2020,17:56:02
11/8/2020,17:56:03
11/8/2020,17:56:24
11/8/2020,17:56:25
11/8/2020,17:57:23
11/8/2020,17:57:34
11/8/2020,17:57:33
11/8/2020,17:57:38
11/8/2020,17:57:24
11/8/2020,17:57:39
11/8/2020,17:57:49
11/8/2020,17:58:05
11/8/2020,17:58:06
11/8/2020,17:58:48
11/8/2020,17:58:49
11/8/2020,17:59:36
11/8/2020,18:01:01
11/8/2020,18:02:34
11/8/2020,18:02:03
11/8/2020,18:03:21
11/8/2020,18:03:36
11/8/2020,18:03:52
11/8/2020,18:03:59
11/8/2020,18:04:01
11/8/2020,18:04:30
11/8/2020,18:05:09
11/8/2020,18:05:13
11/8/2020,18:05:39
11/8/2020,18:05:54
11/8/2020,18:06:16
11/8/2020,18:06:20
11/8/2020,18:06:46
11/8/2020,18:07:02
11/8/2020,18:08:59
11/8/2020,18:09:05
11/8/2020,18:09:30
11/8/2020,18:09:52
11/8/2020,18:10:43
11/8/2020,18:10:51
11/8/2020,18:11:14
11/8/2020,18:11:32
11/8/2020,18:13:44
11/8/2020,18:13:51
11/8/2020,18:14:15
11/8/2020,18:14:23
11/8/2020,18:14:49
11/8/2020,18:16:10
11/8/2020,18:17:15
11/8/2020,18:18:41
11/8/2020,18:18:42
11/8/2020,18:20:50
11/8/2020,18:21:42
11/8/2020,18:38:48
11/8/2020,18:41:55
11/8/2020,18:42:48
11/8/2020,18:43:06
11/8/2020,18:43:18
11/8/2020,18:43:32
11/8/2020,18:43:40
11/8/2020,18:44:15
11/8/2020,18:44:22
11/8/2020,18:44:31
11/8/2020,18:44:55
11/8/2020,18:45:32
11/8/2020,18:46:54
11/8/2020,18:47:38
11/8/2020,18:47:45
11/8/2020,18:48:10
11/8/2020,18:48:15
11/8/2020,18:48:33
11/8/2020,18:49:04
11/8/2020,18:51:03
11/8/2020,18:53:48
11/8/2020,18:54:20
11/8/2020,18:56:11
11/8/2020,18:57:21
11/8/2020,18:57:30
11/8/2020,18:58:01
11/8/2020,18:58:10
11/8/2020,18:59:36
11/8/2020,18:59:59
11/8/2020,19:00:14
11/8/2020,19:00:31
11/8/2020,19:01:09
11/8/2020,19:01:33
11/8/2020,19:02:03
11/8/2020,19:04:08
11/8/2020,19:12:23
11/8/2020,19:13:14
11/8/2020,19:13:41
11/8/2020,19:13:54
11/8/2020,19:14:06
11/8/2020,19:14:36
11/8/2020,19:14:39
11/8/2020,19:16:52
11/8/2020,19:15:32
11/8/2020,19:16:58
11/8/2020,19:17:04
11/8/2020,19:18:42
11/8/2020,19:19:40
11/8/2020,19:19:41
11/8/2020,19:19:42
11/8/2020,19:20:03
11/8/2020,19:20:16
11/8/2020,19:20:15
11/8/2020,19:20:29
11/8/2020,19:20:50
11/8/2020,19:21:38
11/8/2020,19:21:15
11/8/2020,19:22:33
11/8/2020,19:22:37
11/8/2020,19:23:05
11/8/2020,19:23:22
11/8/2020,19:23:22
11/8/2020,19:23:35
11/8/2020,19:23:40
11/8/2020,19:23:59
11/8/2020,19:24:23
11/8/2020,19:24:25
11/8/2020,19:24:48
11/8/2020,19:27:29
11/8/2020,19:27:35
11/8/2020,19:28:24
11/8/2020,19:30:05
11/8/2020,19:30:35
11/8/2020,19:31:14
11/8/2020,19:31:45
11/8/2020,19:31:51
11/8/2020,19:32:40
11/8/2020,19:32:48
11/8/2020,19:33:44
11/8/2020,19:33:42
11/8/2020,19:33:56
11/8/2020,19:34:15
11/8/2020,19:34:27
11/8/2020,19:34:33
11/8/2020,19:35:03
11/8/2020,19:36:01
11/8/2020,19:36:27
11/8/2020,19:35:03
11/8/2020,19:39:13
11/8/2020,19:39:30
11/8/2020,19:48:12
11/8/2020,19:48:43
11/8/2020,19:48:56
11/8/2020,19:49:19
11/8/2020,19:49:51
11/8/2020,19:56:25
11/8/2020,19:56:27
11/8/2020,19:56:45
11/8/2020,19:57:44
11/8/2020,19:59:31
11/8/2020,19:59:36
11/8/2020,19:59:40
11/8/2020,20:00:55
11/8/2020,20:00:11
11/8/2020,20:02:03
11/8/2020,20:01:21
11/8/2020,20:02:54
11/8/2020,20:03:19
11/8/2020,20:03:10
11/8/2020,20:04:06
11/8/2020,20:04:14
11/8/2020,20:04:23
11/8/2020,20:06:06
11/8/2020,20:06:13
11/8/2020,20:06:17
11/8/2020,20:06:37
11/8/2020,20:06:44
11/8/2020,20:06:48
13/8/2020,9:30:01
13/8/2020,16:30:01
13/8/2020,18:30:01
13/8/2020,18:30:01
13/8/2020,18:30:01
13/8/2020,20:30:01
13/8/2020,20:30:01
13/8/2020,20:30:02
13/8/2020,22:30:01
13/8/2020,22:30:01
13/8/2020,22:30:01
13/8/2020,23:00:01
14/8/2020,7:45:00
14/8/2020,8:25:00
14/8/2020,8:25:00
14/8/2020,8:25:01
14/8/2020,9:05:00
14/8/2020,9:05:00
14/8/2020,9:05:01
14/8/2020,9:30:01
14/8/2020,16:30:01
14/8/2020,18:30:01
14/8/2020,18:30:01
14/8/2020,18:30:02
14/8/2020,20:30:01
14/8/2020,20:30:01
14/8/2020,20:30:02
14/8/2020,22:30:01
14/8/2020,22:30:01
14/8/2020,22:30:01
14/8/2020,23:00:01
15/8/2020,7:45:01
15/8/2020,8:25:01
15/8/2020,8:25:01
15/8/2020,8:25:01
15/8/2020,9:05:01
15/8/2020,9:05:01
15/8/2020,9:05:01
15/8/2020,9:30:00
15/8/2020,16:30:00
15/8/2020,18:30:00
15/8/2020,18:30:00
15/8/2020,18:30:01
15/8/2020,20:30:00
15/8/2020,20:30:00
15/8/2020,20:30:01
15/8/2020,22:30:00
15/8/2020,22:30:00
15/8/2020,22:30:01
